country	countrynumber	year	legelec	preselec	regime	regime_leg	eighties	nineties	old	avemag	districts	eneg	enep	enep_others	enep1	enpp	enpp_others	enpp1	enpres	medmag	newdem	proximity1	proximity2	seats	upperseats	uppertier	twoelections	twoelections1
Myanmar	91	1956	1	0	0	0	0	0	1	1	250	2.0899	3.05	7.2	3.09	2.39	NA	NA	0	NA	0	0	0	250	0	0	0	0
Myanmar	91	1960	1	0	0	0	0	0	1	2.75	91	2.0899	2.41	NA	NA	2.05	NA	NA	0	NA	1	0	0	250	0	0	0	0
Namibia	172	1994	1	1	0	0	0	1	0	72	1	3.62855	1.69	0	1.69	1.71	0	1.71	1.57	72	1	1	1	72	0	0	0	0
Namibia	172	1999	1	1	0	0	0	0	0	72	1	3.62855	1.67	0.9	1.67	1.66	0	1.66	1.64	72	0	1	1	72	0	0	0	0
Nauru	146	1971	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1973	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1976	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1977	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1980	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1983	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1986	1	0	0	0	1	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1987	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1989	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1992	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	1995	1	0	0	0	0	1	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nauru	146	2000	1	0	0	0	0	0	1	2.25	8	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	0	18	0	0	0	0
Nepal	92	1991	1	0	0	0	0	0	0	1	205	3.09289	3.89	5.1	3.92	2.47	1.5	2.47	0	1	1	0	0	205	0	0	0	0
Nepal	92	1994	1	0	0	0	0	1	0	1	205	3.09289	3.83	8.1	3.89	2.78	3.4	2.79	0	1	0	0	0	205	0	0	0	0
Nepal	92	1999	1	0	0	0	0	0	0	1	205	3.09289	3.89	3.6	3.905	2.4	0	2.4	0	1	0	0	0	205	0	0	0	0
Netherlands	117	1946	1	0	0	0	0	0	1	100	1	1.08319	4.68	1	4.68	4.47	0	4.47	0	100	0	0	0	100	0	0	0	0
Netherlands	117	1948	1	0	0	0	0	0	1	100	1	1.08319	4.98	1.6	4.985	4.68	0	4.68	0	100	0	0	0	100	0	0	0	0
Netherlands	117	1952	1	0	0	0	0	0	1	100	1	1.08319	4.99	1.4	5	4.65	0	4.65	0	100	0	0	0	100	0	0	0	0
Netherlands	117	1956	1	0	0	0	0	0	1	150	1	1.08319	4.26	0.8	4.26	4.07	0	4.07	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1959	1	0	0	0	0	0	1	150	1	1.08319	4.46	0.6	4.46	4.14	0	4.14	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1963	1	0	0	0	0	0	1	150	1	1.08319	4.79	1.6	4.8	4.5	0	4.5	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1967	1	0	0	0	0	0	1	150	1	1.08319	6.2	2.6	6.21	5.71	0	5.71	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1971	1	0	0	0	0	0	1	150	1	1.08319	7.09	2.1	7.11	6.4	0	6.4	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1972	1	0	0	0	0	0	1	150	1	1.08319	6.85	0.6	6.85	6.41	0	6.41	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1977	1	0	0	0	0	0	1	150	1	1.08319	3.96	0.9	3.96	3.7	0	3.7	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1981	1	0	0	0	0	0	1	150	1	1.08319	4.56	0.7	4.56	4.3	0	4.3	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1982	1	0	0	0	0	0	1	150	1	1.08319	4.23	1.4	4.24	4.02	0	4.02	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1986	1	0	0	0	1	0	1	150	1	1.08319	3.77	1.1	3.77	3.49	0	3.49	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1989	1	0	0	0	0	0	1	150	1	1.08319	3.9	0.9	3.9	3.75	0	3.75	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1994	1	0	0	0	0	1	1	150	1	1.08319	5.7	1.8	5.71	5.41	0	5.41	0	150	0	0	0	150	0	0	0	0
Netherlands	117	1998	1	0	0	0	0	0	1	150	1	1.08319	5.13	2	5.14	4.81	0	4.81	0	150	0	0	0	150	0	0	0	0
New Zealand	131	1946	1	0	0	0	0	0	1	1	80	1.57101	2.01	0.2	2.01	2	0	2	0	1	0	0	0	80	0	0	0	0
New Zealand	131	1949	1	0	0	0	0	0	1	1	80	1.57101	2.03	0.6	2.03	1.96	0	1.96	0	1	0	0	0	80	0	0	0	0
New Zealand	131	1951	1	0	0	0	0	0	1	1	80	1.57101	1.99	0.1	1.99	1.88	0	1.88	0	1	0	0	0	80	0	0	0	0
New Zealand	131	1954	1	0	0	0	0	0	1	1	80	1.57101	2.48	0.4	2.48	1.97	0	1.97	0	1	0	0	0	80	0	0	0	0
New Zealand	131	1957	1	0	0	0	0	0	1	1	80	1.57101	2.3	0.2	2.3	1.99	0	1.99	0	1	0	0	0	80	0	0	0	0
New Zealand	131	1960	1	0	0	0	0	0	1	1	80	1.57101	2.37	0.2	2.37	1.96	0	1.96	0	1	0	0	0	80	0	0	0	0
New Zealand	131	1963	1	0	0	0	0	0	1	1	80	1.57101	2.39	1	2.39	1.97	0	1.97	0	1	0	0	0	80	0	0	0	0
New Zealand	131	1966	1	0	0	0	0	0	1	1	80	1.57101	2.61	0.3	2.61	2.02	0	2.02	0	1	0	0	0	80	0	0	0	0
New Zealand	131	1969	1	0	0	0	0	0	1	1	84	1.57101	2.45	1.5	2.45	1.99	0	1.99	0	1	0	0	0	84	0	0	0	0
New Zealand	131	1972	1	0	0	0	0	0	1	1	87	1.57101	2.43	1.5	2.43	1.87	0	1.87	0	1	0	0	0	87	0	0	0	0
New Zealand	131	1975	1	0	0	0	0	0	1	1	87	1.57101	2.55	0.2	2.55	1.87	0	1.87	0	1	0	0	0	87	0	0	0	0
New Zealand	131	1978	1	0	0	0	0	0	1	1	92	1.57101	2.87	1.3	2.87	2.02	0	2.02	0	1	0	0	0	92	0	0	0	0
New Zealand	131	1981	1	0	0	0	0	0	1	1	92	1.57101	2.89	1.4	2.89	2.08	0	2.08	0	1	0	0	0	92	0	0	0	0
New Zealand	131	1984	1	0	0	0	1	0	1	1	95	1.57101	2.99	0.7	2.99	1.98	0	1.98	0	1	0	0	0	95	0	0	0	0
New Zealand	131	1987	1	0	0	0	0	0	1	1	97	1.57101	2.34	1.4	2.34	1.94	0	1.94	0	1	0	0	0	97	0	0	0	0
New Zealand	131	1990	1	0	0	0	0	0	1	1	97	1.57101	2.78	2.2	2.78	1.76	0	1.76	0	1	0	0	0	97	0	0	0	0
New Zealand	131	1993	1	0	0	0	0	0	1	1	99	1.57101	3.52	1.7	3.525	2.16	0	2.16	0	1	0	0	0	99	0	0	0	0
New Zealand	131	1996	1	0	0	0	0	1	1	1	65	1.57101	4.39	1.6	4.39	3.76	0	3.76	0	1	0	0	0	120	55	45.8	0	0
New Zealand	131	1999	1	0	0	0	0	0	1	1	65	1.57101	3.86	1.4	3.86	3.45	0	3.45	0	1	0	0	0	120	55	45.8	0	0
Nicaragua	62	1990	1	1	0	0	0	0	0	10	9	1.67168	2.18	2.5	2.19	2.05	0	2.05	2.14	14	1	1	1	90	0	0	0	0
Nicaragua	62	1996	1	1	0	0	0	0	0	4.12	17	1.67168	2.92	4.2	2.935	2.7	0	2.7	2.47	6	0	1	1	90	20	21.51	0	0
Niger	32	1993	1	1	0	0	0	0	0	9.38	8	2.75406	4.62	1.8	4.625	4.23	0	4.23	4.19	NA	1	1	1	83	8	9.64	0	0
Niger	32	1995	1	0	0	0	0	1	0	9.38	8	2.75406	NA	NA	NA	4.15	0	4.15	4.19	NA	0	0.33	0	83	8	9.64	0	0
Nigeria	33	1964	1	0	0	0	0	0	1	1	469	5.12295	3.91	2.2	3.92	2.85	0	2.85	0	1	1	0	0	469	0	0	0	0
Nigeria	33	1979	1	1	0	0	0	0	1	1	449	5.12295	3.71	23.8	4.345	3.96	0	3.96	4.03	1	1	1	1	449	0	0	0	0
Nigeria	33	1983	1	1	1	0	1	0	1	1	450	5.12295	NA	NA	NA	NA	NA	NA	2.9	1	0	1	1	450	0	0	0	0
Nigeria	33	1999	1	1	0	0	0	1	0	1	360	5.12295	2.32	0	2.32	2.33	2.5	2.34	1.88	1	1	1	1	360	0	0	0	0
Norway	118	1949	1	0	0	0	0	0	1	5.17	29	1.10803	3.76	0	3.76	2.67	0	2.67	0	NA	0	0	0	150	0	0	0	0
Norway	118	1953	1	0	0	0	0	0	1	7.5	20	1.10803	3.53	0	3.53	3.09	0	3.09	0	NA	0	0	0	150	0	0	0	0
Norway	118	1957	1	0	0	0	0	0	1	7.5	20	1.10803	3.44	0.2	3.44	2.99	0	2.99	0	NA	0	0	0	150	0	0	0	0
Norway	118	1961	1	0	0	0	0	0	1	7.5	20	1.10803	3.59	0.2	3.59	3.22	0	3.22	0	8	0	0	0	150	0	0	0	0
Norway	118	1965	1	0	0	0	0	0	1	7.5	20	1.10803	3.9	0	3.9	3.51	0	3.51	0	8	0	0	0	150	0	0	0	0
Norway	118	1969	1	0	0	0	0	0	1	7.5	20	1.10803	3.61	0.2	3.61	3.18	0	3.18	0	8	0	0	0	150	0	0	0	0
Norway	118	1973	1	0	0	0	0	0	1	8.16	19	1.10803	4.63	0.9	4.63	4.14	0	4.14	0	10	0	0	0	155	0	0	0	0
Norway	118	1977	1	0	0	0	0	0	1	8.16	19	1.10803	3.85	0.9	3.85	2.97	0	2.97	0	10	0	0	0	155	0	0	0	0
Norway	118	1981	1	0	0	0	0	0	1	8.16	19	1.10803	3.92	0.9	3.92	3.2	0	3.2	0	10	0	0	0	155	0	0	0	0
Norway	118	1985	1	0	0	0	1	0	1	8.26	19	1.10803	3.63	0.9	3.63	3.09	0	3.09	0	10	0	0	0	157	0	0	0	0
Norway	118	1989	1	0	0	0	0	0	1	8.26	19	1.10803	4.84	0.7	4.84	4.23	0	4.23	0	10	0	0	0	165	8	4.8	0	0
Norway	118	1993	1	0	0	0	0	1	1	8.26	19	1.10803	4.74	1.4	4.74	4.04	0	4.04	0	10	0	0	0	165	8	4.8	0	0
Norway	118	1997	1	0	0	0	0	0	1	8.26	19	1.10803	5.07	0	5.07	4.36	0	4.36	0	10	0	0	0	165	8	4.8	0	0
Pakistan	93	1977	1	0	1	0	0	0	1	1	200	2.13721	2.04	4.2	2.045	1.58	4	1.58	0	1	1	0	0	200	0	0	0	0
Pakistan	93	1988	1	0	0	0	1	0	1	1	207	2.13721	3.57	21.4	4.12	3.14	19.3	3.55	0	1	1	0	0	207	0	0	0	0
Pakistan	93	1990	1	0	0	0	0	0	1	1	207	2.13721	3.44	11.8	3.565	3.07	10.6	3.18	0	1	0	0	0	207	0	0	0	0
Pakistan	93	1993	1	0	0	0	0	1	1	1	207	2.13721	3.2	9.5	3.26	3.15	7.7	3.21	0	1	0	0	0	207	0	0	0	0
Pakistan	93	1997	1	0	0	0	0	0	1	1	207	2.13721	3.53	16.9	3.805	2.16	10.1	2.21	0	1	0	0	0	207	0	0	0	0
Palau	198	1996	1	1	0	0	0	1	0	1	16	NA	NA	NA	NA	NA	NA	NA	2.45	1	1	1	1	16	0	0	0	0
Palau	198	2000	1	1	0	0	0	0	0	1	16	NA	NA	NA	NA	NA	NA	NA	2.07	1	0	1	1	16	0	0	0	0
Panama	63	1952	1	1	0	0	0	0	1	5.3	10	2.02716	NA	NA	NA	6.34	11.3	6.62	1.91	NA	1	1	1	53	0	0	0	0
Panama	63	1956	1	1	0	0	0	0	1	5.3	10	2.02716	NA	NA	NA	1.49	0	1.49	1.78	NA	0	1	1	53	0	0	0	0
Panama	63	1960	1	1	0	0	0	0	1	5.3	10	2.02716	4.71	0	4.71	5.11	0	5.11	2.85	NA	0	1	1	53	0	0	0	0
Panama	63	1964	1	1	0	0	0	0	1	4.2	10	2.02716	NA	NA	NA	6.68	0	6.68	3	NA	0	1	1	42	0	0	0	0
Panama	63	1968	1	1	1	0	0	0	1	NA	10	2.02716	NA	NA	NA	NA	NA	NA	2.1	NA	0	1	1	NA	0	0	0	0
Panama	63	1989	1	1	0	0	1	0	1	1.68	40	2.02716	NA	NA	NA	3.72	0	3.72	1.7	2	1	1	1	67	0	0	0	0
Panama	63	1994	1	1	0	0	0	1	1	1.78	40	2.02716	8.64	0	8.64	4.33	0	4.33	5.56	NA	0	1	1	71	0	0	0	0
Panama	63	1999	1	1	0	0	0	0	1	1.78	40	2.02716	5.68	0	5.68	3.26	0	3.26	4.74	2	0	1	1	71	0	0	0	0
Papua New Guinea	132	1977	1	0	0	0	0	0	1	1	89	NA	4.02	30	6.185	4.22	14.8	4.44	0	1	1	0	0	109	20	18.35	0	0
Papua New Guinea	132	1982	1	0	0	0	0	0	1	1	89	NA	5.08	21.7	6.455	2.69	0	2.69	0	1	0	0	0	109	20	18.35	0	0
Papua New Guinea	132	1987	1	0	0	0	1	0	1	1	89	NA	4.63	41.6	19.965	5.95	0	5.95	0	1	0	0	0	109	20	18.35	0	0
Papua New Guinea	132	1992	1	0	0	0	0	0	1	1	89	NA	2.38	67.3	45.34	5.94	30.3	10.59	0	1	0	0	0	109	20	18.35	0	0
Papua New Guinea	132	1997	1	0	0	0	0	1	1	1	89	NA	2.51	69.3	57.56	5.03	54.1	20.94	0	1	0	0	0	109	20	18.35	0	0
Peru	74	1956	1	1	0	0	0	0	1	7.58	24	2.76167	NA	NA	NA	NA	NA	NA	2.68	9.5	1	1	1	182	0	0	0	0
Peru	74	1962	1	1	1	0	0	0	1	7.58	24	2.76167	3.39	0	3.39	NA	NA	NA	3.4	NA	0	1	1	182	0	0	0	0
Peru	74	1963	1	1	0	0	0	0	1	5.79	24	2.76167	2.98	0	2.98	3.54	2.2	3.54	2.98	7	1	1	1	139	0	0	0	0
Peru	74	1980	1	1	0	0	0	0	1	7.5	24	2.76167	4.16	3.44	4.18	2.46	0	2.46	3.45	10	1	1	1	180	0	0	0	0
Peru	74	1985	1	1	0	0	1	0	1	6.92	25	2.76167	3.02	1.22	3.02	2.31	0	2.31	2.76	9	0	1	1	180	0	0	0	0
Peru	74	1990	1	1	1	0	0	1	1	6.92	26	2.76167	5.02	2.48	5.035	4.04	0	4.04	3.99	NA	0	1	1	180	0	0	0	0
Philippines	94	1946	1	1	0	0	0	0	1	1	98	1.19155	3.32	4.1	3.335	2.91	5.1	2.93	2	1	0	1	1	98	0	0	0	0
Philippines	94	1949	1	0	0	0	0	0	1	1	100	1.19155	2.44	1.8	2.445	2.12	1	2.12	2.43	1	0	0.6	0	100	0	0	0	0
Philippines	94	1953	1	1	0	0	0	0	1	1	102	1.19155	2.56	4.5	2.565	2.28	1	2.28	1.75	1	0	1	1	102	0	0	0	0
Philippines	94	1957	1	1	0	0	0	0	1	1	102	1.19155	2.14	3.6	2.14	1.47	0	1.47	3.36	1	0	1	1	102	0	0	0	0
Philippines	94	1961	1	1	0	0	0	0	1	1	104	1.19155	2.05	5.2	2.055	1.71	1	1.71	1.98	1	0	1	1	104	0	0	0	0
Philippines	94	1965	1	1	1	0	0	0	1	1	104	1.19155	2.26	6.4	2.28	2.04	4.9	2.05	2.19	1	0	1	1	104	0	0	0	0
Philippines	94	1987	1	0	0	0	1	0	1	1	200	1.19155	NA	NA	NA	6.38	13	6.95	2	1	1	0.67	0	200	0	0	0	0
Philippines	94	1992	1	1	0	0	0	0	1	1	200	1.19155	4.52	14.3	4.91	3.75	2.5	3.75	5.84	1	0	1	1	200	0	0	0	0
Philippines	94	1995	1	0	0	0	0	1	1	1	204	1.19155	4.69	8.6	4.805	3.54	10.3	3.62	5.84	1	0	0	0	204	0	0	0	0
Philippines	94	1998	1	1	0	0	0	0	1	1	208	1.19155	3.1	5.4	3.12	3.02	8.6	3.08	4.35	1	0	1	1	260	52	20	0	0
Poland	119	1991	1	0	0	0	0	0	0	10.57	37	1.0496	13.86	0	13.86	10.87	0	10.87	3.85	11	1	0.6	0	460	69	15	0	0
Poland	119	1993	1	0	0	0	0	1	0	7.52	52	1.0496	9.8	0	9.8	3.88	0	3.88	3.85	8	0	0.2	0	460	69	15	0	0
Poland	119	1997	1	0	0	0	0	0	0	7.52	52	1.0496	4.59	0	4.59	2.95	0	2.95	3.99	8	0	0.2	0	460	69	15	0	0
Portugal	120	1976	1	1	0	0	0	0	1	12.95	20	1.04123	4	1.7	4	3.43	0	3.43	2.31	15	1	1	1	259	0	0	0	0
Portugal	120	1979	1	0	0	0	0	0	1	12.3	20	1.04123	3	1	3.01	2.54	0	2.54	2.31	15	0	0.5	0	246	0	0	0	0
Portugal	120	1980	1	1	0	0	0	0	1	12.3	20	1.04123	2.88	1.5	2.89	2.51	0	2.51	2.08	15	0	1	1	246	0	0	0	0
Portugal	120	1983	1	0	0	0	1	0	1	12.3	20	1.04123	3.73	1.2	3.74	3.41	0	3.41	2.08	16	0	0	0	246	0	0	0	0
Portugal	120	1985	1	0	0	0	0	0	1	12.3	20	1.04123	4.77	0.6	4.77	4.26	0	4.26	2.08	16	0	0.67	0	246	0	0	0	0
Portugal	120	1987	1	0	0	0	0	0	1	12.3	20	1.04123	2.98	0.7	2.98	2.37	0	2.37	3.05	17	0	0.6	0	246	0	0	0	0
Portugal	120	1991	1	1	0	0	0	0	1	11.3	20	1.04123	2.86	0	2.86	2.24	0	2.24	1.87	16	0	1	1	226	0	0	0	0
Portugal	120	1995	1	0	0	0	0	1	1	11.3	20	1.04123	3.09	0	3.09	2.55	0	2.55	1.87	16	0	0.6	0	226	0	0	0	0
Portugal	120	1999	1	0	0	0	0	0	1	11.3	20	1.04123	3.19	0	3.19	2.62	0	2.62	1.99	16	0	0.5	0	226	0	0	0	0
Romania	121	1990	1	1	0	0	0	0	0	9.44	41	1.42808	2.21	1.87	2.21	2.19	0	2.19	1.36	11	1	1	1	387	NA	NA	0	0
Romania	121	1992	1	0	0	0	0	0	0	7.81	42	1.42808	6.96	0.53	6.96	4.78	0	4.78	2.96	8	0	0.33	0	328	NA	NA	0	0
Romania	121	1996	1	1	0	0	0	1	0	7.81	42	1.42808	6.06	2.03	6.08	4.3	0	4.3	4.29	8	0	1	1	328	NA	NA	0	0
Romania	121	2000	1	1	0	0	0	0	0	7.79	42	1.42808	5.23	1.27	5.23	3.53	0	3.53	4.15	8	0	1	1	327	NA	NA	0	0
Russia	173	1993	1	0	0	0	0	0	0	1	225	1.49925	3.53	49.61	25.74	6.28	30.4	14.63	2.58	1	1	0.2	0	450	225	50	0	0
Russia	173	1995	1	0	0	0	0	1	0	1	225	1.49925	7	31.99	24.68	5.21	17.1	6.15	2.58	1	0	0.6	0	450	225	50	0	0
Russia	173	1999	1	0	0	0	0	0	0	1	225	1.49925	4.3	43.21	21.79	5.51	23.8	8	3.78	1	0	0.5	0	450	225	50	0	0
San Marino	199	1993	1	0	0	0	0	1	0	6	10	NA	3.68	0	3.68	3.52	0	3.52	0	6	1	0	0	60	0	0	0	0
San Marino	199	1998	1	0	0	0	0	0	0	6	10	NA	3.73	0	3.73	3.65	0	3.65	0	9	0	0	0	60	0	0	0	0
Sao Tome and Principe	175	1991	1	1	0	0	0	0	0	7.86	7	NA	2.51	8.4	2.545	1.98	0	1.98	1	7	1	1	1	55	0	0	0	0
Sao Tome and Principe	175	1994	1	0	0	0	0	1	0	7.86	7	NA	3.2	0	3.2	2.7	0	2.7	1	7	0	0.2	0	55	0	0	0	0
Sao Tome and Principe	175	1998	1	0	0	0	0	0	0	7.86	7	NA	2.74	0	2.74	2.36	0	2.36	2.92	7	0	0.2	0	55	0	0	0	0
Sierra Leone	37	1962	1	0	0	0	0	0	1	1	62	4.23723	2.99	42.6	6.52	3.07	22.6	3.55	0	1	1	0	0	62	0	0	0	0
Sierra Leone	37	1967	1	0	1	0	0	0	1	1	66	4.23723	2.69	18	2.82	2.36	9.1	2.39	0	1	0	0	0	66	0	0	0	0
Sierra Leone	37	1996	1	1	0	0	0	1	0	68	1	4.23723	4.55	10.5	4.735	3.82	0	3.82	4.64	68	1	1	1	68	0	0	0	0
Slovak Republic	156	1994	1	0	0	0	0	1	0	37.5	4	1.49592	5.81	0	5.81	4.41	0	4.41	0	NA	1	0	0	150	NA	NA	0	0
Slovak Republic	156	1998	1	0	0	0	0	0	0	150	1	1.49592	5.26	0	5.26	4.76	0	4.76	0	150	0	0	0	150	0	0	0	0
Slovenia	176	1992	1	1	0	0	0	0	0	11	8	1.3006	8.34	1	8.34	6.6	0	6.6	2.14	11	1	1	1	88	0	0	0	0
Slovenia	176	1996	1	0	0	0	0	1	0	11	8	1.3006	6.32	0.8	6.32	5.53	0	5.53	2.14	11	0	0.6	0	88	0	0	0	0
Slovenia	176	2000	1	0	0	0	0	0	0	11	8	1.3006	5.11	3.75	5.13	4.55	0	4.55	2.78	11	0	0.2	0	88	0	0	0	0
Solomon Islands	133	1980	1	0	0	0	0	0	1	1	38	NA	2.53	57.6	12.245	3.14	26.3	3.91	0	1	1	0	0	38	0	0	0	0
Solomon Islands	133	1984	1	0	0	0	0	0	1	1	38	NA	4.19	39.2	8.35	3.66	21.1	4.33	0	1	0	0	0	38	0	0	0	0
Solomon Islands	133	1993	1	0	0	0	0	1	1	1	47	NA	5.22	27.3	7.75	4.08	8.5	4.19	0	1	0	0	0	47	0	0	0	0
Solomon Islands	133	1997	1	0	0	0	0	0	1	1	50	NA	NA	NA	NA	4.25	16	4.53	0	1	0	0	0	50	0	0	0	0
Somalia	38	1964	1	0	0	0	0	0	1	2.62	47	5.31067	3.02	6.2	3.05	2.72	3.3	2.72	0	NA	1	0	0	123	0	0	0	0
Somalia	38	1969	1	0	1	0	0	0	1	2.62	47	5.31067	NA	NA	NA	2.51	18.7	2.74	0	NA	0	0	0	123	0	0	0	0
South Africa	39	1994	1	0	0	0	0	1	0	22.22	9	8.30392	2.24	0	2.24	2.21	0	2.21	0	26	1	0	0	400	200	50	0	0
South Africa	39	1999	1	0	0	0	0	0	0	22.22	9	8.30392	2.16	0	2.16	2.15	0	2.15	0	26	0	0	0	400	200	50	0	0
Spain	122	1977	1	0	0	0	0	0	1	6.73	52	2.00869	4.29	3.1	4.31	2.92	0.3	2.92	0	7	1	0	0	350	0	0	0	0
Spain	122	1979	1	0	0	0	0	0	1	6.73	52	2.00869	4.25	4	4.28	2.81	0	2.81	0	7	0	0	0	349	0	0	0	0
Spain	122	1982	1	0	0	0	0	0	1	6.73	52	2.00869	3.18	2.3	3.19	2.33	0	2.33	0	7	0	0	0	350	0	0	0	0
Spain	122	1986	1	0	0	0	1	0	1	6.73	52	2.00869	3.59	3	3.6	3.02	0	3.02	0	7	0	0	0	350	0	0	0	0
Spain	122	1989	1	0	0	0	0	0	1	6.73	52	2.00869	4.08	1	4.08	2.85	0	2.85	0	7	0	0	0	348	0	0	0	0
Spain	122	1993	1	0	0	0	0	0	1	6.73	52	2.00869	3.5	5.36	3.53	2.67	0	2.67	0	7	0	0	0	350	0	0	0	0
Spain	122	1996	1	0	0	0	0	1	1	6.73	52	2.00869	3.27	1.05	3.27	2.72	0	2.72	0	7	0	0	0	350	0	0	0	0
Spain	122	2000	1	0	0	0	0	0	1	6.73	52	2.00869	2.99	2.8	3.12	2.48	0	2.48	0	7	0	0	0	350	0	0	0	0
Sri Lanka	96	1952	1	0	0	0	0	0	1	1	89	1.74969	3.84	14	4.155	2.77	12.6	2.89	0	1	1	0	0	89	0	0	0	0
Sri Lanka	96	1956	1	0	0	0	0	0	1	1	89	1.74969	3.79	12	4.005	2.97	8.4	3.04	0	1	0	0	0	89	0	0	0	0
Sri Lanka	96	1960	1	0	0	0	0	0	1	1	145	1.74969	5.95	9.1	6.255	4.45	4.6	4.49	0	1	0	0	0	145	0	0	1	1
Sri Lanka	96	1960	1	0	0	0	0	0	1	1	145	1.74969	3.69	6	3.74	3.26	4	3.27	0	1	0	0	0	145	0	0	1	0
Sri Lanka	96	1965	1	0	0	0	0	0	1	1	145	1.74969	3.83	6.4	3.885	3.55	4	3.57	0	1	0	0	0	145	0	0	0	0
Sri Lanka	96	1970	1	0	0	0	0	0	1	1	145	1.74969	3.4	5	3.425	2.49	1.3	2.49	0	1	0	0	0	145	0	0	0	0
Sri Lanka	96	1977	1	0	1	0	0	0	1	1	168	1.74969	2.8	5.7	2.83	1.41	0.6	1.41	0	1	0	0	0	168	0	0	0	0
Sri Lanka	96	1989	1	0	0	0	1	0	1	8.91	22	1.74969	2.74	4.1	2.76	2.48	5.8	2.5	2.18	9	1	0.67	0	225	29	12.89	0	0
Sri Lanka	96	1994	1	1	0	0	0	1	1	8.91	22	1.74969	2.31	1.4	2.31	2.52	4.4	2.53	1.93	9	0	1	1	225	29	12.89	0	0
Sri Lanka	96	2000	1	0	0	0	0	0	1	8.91	22	1.74969	2.7	3.1	2.705	2.59	0.4	2.59	2.25	9	0	0.67	0	225	29	12.89	0	0
St. Kitts and Nevis	179	1984	1	0	0	0	1	0	1	1	11	NA	2.45	0	2.45	2.46	0	2.46	0	1	1	0	0	11	0	0	0	0
St. Kitts and Nevis	179	1989	1	0	0	0	0	0	1	1	11	NA	2.77	0	2.77	2.68	0	2.68	0	1	0	0	0	11	0	0	0	0
St. Kitts and Nevis	179	1993	1	0	0	0	0	0	1	1	11	NA	3.08	0	3.08	3.27	0	3.27	0	1	0	0	0	11	0	0	0	0
St. Kitts and Nevis	179	1995	1	0	0	0	0	1	1	1	11	NA	2.65	0.1	2.65	2.2	0	2.2	0	1	0	0	0	11	0	0	0	0
St. Kitts and Nevis	179	2000	1	0	0	0	0	0	1	1	11	NA	2.55	0	2.55	1.75	0	1.75	0	1	0	0	0	11	0	0	0	0
St. Lucia	174	1979	1	0	0	0	0	0	1	1	17	NA	1.97	0	1.97	1.71	0	1.71	0	1	1	0	0	17	0	0	0	0
St. Lucia	174	1982	1	0	0	0	1	0	1	1	17	NA	2.4	0	2.4	1.44	0	1.44	0	1	0	0	0	17	0	0	0	0
St. Lucia	174	1987	1	0	0	0	0	0	1	1	17	NA	2.32	0	2.32	1.99	0	1.99	0	1	0	0	0	17	0	0	1	1
St. Lucia	174	1987	1	0	0	0	0	0	1	1	17	NA	2.21	0	2.21	1.99	0	1.99	0	1	0	0	0	17	0	0	1	0
St. Lucia	174	1992	1	0	0	0	0	0	1	1	17	NA	1.97	0	1.97	1.84	0	1.84	0	1	0	0	0	17	0	0	0	0
St. Lucia	174	1997	1	0	0	0	0	1	1	1	17	NA	1.95	2	1.95	1.12	0	1.12	0	1	0	0	0	17	0	0	0	0
